Cash Transaction Listing - Detail

"Start date","28/09/2022"
"End date","30/06/2025"
"Client name","Gambit Resources Trust"
"Client number","301585"
"Account number","WRAP075820"
"Product name","netwealth Wealth Accelerator"
"Asset holding options","All assets"
"Cash transaction listing options","Integrated Listing (including Managed Account transactions)"

Cash position at 30 June 2025
"Description","$"
"Cash Account - Available Cash","4143.89"
"Cash Account - Minimum Cash","5000.00"
"Cash Account - Pending","0"
"Cash Balance","9143.89"

Transactions by type
"Description","Amount"
"Opening Cash Balance","0.0"
"Administration Fees","-6279.74"
"Asset Purchase","-2901944.69"
"Asset Sale","696915.66"
"Asset Transfer In - Cash Adjustment","435502.75"
"Brokerage Fee","-2220.67"
"Cash Account Interest","2805.62"
"Distribution","96881.08"
"Family Fee Rebate - Administration Fees","1195.34"
"Fixed Term Advice Fee","-21846.61"
"Fund Manager Fee Rebate","234.55"
"Investment","1088349.58"
"Savings Plan","1000000.00"
"Transfer In","-178390.20"
"Withdrawal","-202058.78"
"Closing Cash Balance","9143.89"

Cash transactions
"Effective Date","Description","EFTReference","Narration","Employer","Asset","Code","Units","Debits","Credits","Cash balance","Purchase price","Sale price","TransactionListing Summary Group","Processed Date"
"30/06/2025","Closing Cash Balance","","","","","","0","0","0","9143.89","0","0","",""
"30/06/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","26.19","9143.89","0","0","Cash account interest","03/07/2025"
"30/06/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","36.63","9117.70","0","0","Rebates & rewards","03/07/2025"
"30/06/2025","Fixed Term Advice Fee","","","","","","0.000000","717.53","0","9081.07","0","0","Advice fees","02/07/2025"
"30/06/2025","Administration Fees","","","","","","0.000000","205.48","0","9798.60","0","0","Administration costs","02/07/2025"
"24/06/2025","Withdrawal","","Compliance Fees","","","","0.000000","618.00","0","10004.08","0","0","Withdrawals & payments (inc Transfer-outs)","25/06/2025"
"31/05/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","36.56","10622.08","0","0","Cash account interest","04/06/2025"
"31/05/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","38.43","10585.52","0","0","Rebates & rewards","03/06/2025"
"31/05/2025","Fixed Term Advice Fee","","","","","","0.000000","741.45","0","10547.09","0","0","Advice fees","02/06/2025"
"31/05/2025","Administration Fees","","","","","","0.000000","212.33","0","11288.54","0","0","Administration costs","02/06/2025"
"07/05/2025","Withdrawal","","UPE to Ben","","","","0.000000","10000.00","0","11500.87","0","0","Withdrawals & payments (inc Transfer-outs)","08/05/2025"
"30/04/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","41.15","21500.87","0","0","Cash account interest","05/05/2025"
"30/04/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","41.99","21459.72","0","0","Rebates & rewards","02/05/2025"
"30/04/2025","Fixed Term Advice Fee","","","","","","0.000000","717.53","0","21417.73","0","0","Advice fees","02/05/2025"
"30/04/2025","Administration Fees","","","","","","0.000000","205.48","0","22135.26","0","0","Administration costs","02/05/2025"
"22/04/2025","Distribution","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","0","318.60","22340.74","0","0","Distributions (inc dividends)","23/04/2025"
"16/04/2025","Distribution","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","0","4700.50","22022.14","0","0","Distributions (inc dividends)","17/04/2025"
"16/04/2025","Distribution","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","0","2461.63","17321.64","0","0","Distributions (inc dividends)","17/04/2025"
"31/03/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","43.99","14860.01","0","0","Cash account interest","03/04/2025"
"31/03/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","44.73","14816.02","0","0","Rebates & rewards","02/04/2025"
"31/03/2025","Fixed Term Advice Fee","","","","","","0.000000","741.45","0","14771.29","0","0","Advice fees","02/04/2025"
"31/03/2025","Administration Fees","","","","","","0.000000","212.33","0","15512.74","0","0","Administration costs","02/04/2025"
"28/02/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","46.79","15725.07","0","0","Cash account interest","05/03/2025"
"28/02/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","41.73","15678.28","0","0","Rebates & rewards","05/03/2025"
"28/02/2025","Fixed Term Advice Fee","","","","","","0.000000","669.70","0","15636.55","0","0","Advice fees","04/03/2025"
"28/02/2025","Administration Fees","","","","","","0.000000","191.78","0","16306.25","0","0","Administration costs","03/03/2025"
"12/02/2025","Withdrawal","","Accounting Tax Fee","","","","0.000000","1090.00","0","16498.03","0","0","Withdrawals & payments (inc Transfer-outs)","13/02/2025"
"31/01/2025","Cash Account Interest","","","","Cash Account","","0.000000","0","44.39","17588.03","0","0","Cash account interest","05/02/2025"
"31/01/2025","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","45.19","17543.64","0","0","Rebates & rewards","05/02/2025"
"31/01/2025","Fixed Term Advice Fee","","","","","","0.000000","741.45","0","17498.45","0","0","Advice fees","04/02/2025"
"31/01/2025","Administration Fees","","","","","","0.000000","212.33","0","18239.90","0","0","Administration costs","04/02/2025"
"22/01/2025","Distribution","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","0","1528.50","18452.23","0","0","Distributions (inc dividends)","23/01/2025"
"18/01/2025","Withdrawal","","Acct Fee Reimburse","","","","0.000000","1100.00","0","16923.73","0","0","Withdrawals & payments (inc Transfer-outs)","20/01/2025"
"17/01/2025","Distribution","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","0","2291.53","18023.73","0","0","Distributions (inc dividends)","20/01/2025"
"17/01/2025","Distribution","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","0","3316.00","15732.20","0","0","Distributions (inc dividends)","20/01/2025"
"17/01/2025","Distribution","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","0.000000","0","3913.10","12416.20","0","0","Distributions (inc dividends)","20/01/2025"
"17/01/2025","Distribution","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","0","1222.26","8503.10","0","0","Distributions (inc dividends)","20/01/2025"
"10/01/2025","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","7280.84","0","0","Transaction costs (inc brokerage)","10/01/2025"
"10/01/2025","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","8211.528987","10000.00","0","7299.34","1.22","0","Asset Purchases","15/01/2025"
"10/01/2025","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","8025.682183","10000.00","0","17299.34","1.25","0","Asset Purchases","15/01/2025"
"10/01/2025","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","18.50","0","27299.34","0","0","Transaction costs (inc brokerage)","10/01/2025"
"10/01/2025","Distribution","","","","Australian Ethical Australian Shares Fund - W/S","AUG0018AU","0.000000","0","1230.81","27317.84","0","0","Distributions (inc dividends)","14/01/2025"
"09/01/2025","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","4784.002296","10000.00","0","26087.03","2.09","0","Asset Purchases","14/01/2025"
"09/01/2025","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","5272.037115","10000.00","0","36087.03","1.90","0","Asset Purchases","13/01/2025"
"08/01/2025","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","53.000000","4929.53","0","46087.03","93.01","0","Asset Purchases","09/01/2025"
"08/01/2025","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","309.000000","4993.44","0","51016.56","16.16","0","Asset Purchases","09/01/2025"
"08/01/2025","Distribution","","","","Skerryvore Global Emerging Mkts All-Cap Eqty Fund","BFL3229AU","0.000000","0","925.13","56010.00","0","0","Distributions (inc dividends)","10/01/2025"
"07/01/2025","Investment","","","","","","0.000000","0","50000.00","55084.87","0","0","Contributions & deposits (inc Transfer-ins)","08/01/2025"
"31/12/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","20.03","5084.87","0","0","Cash account interest","06/01/2025"
"31/12/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","44.72","5064.84","0","0","Rebates & rewards","06/01/2025"
"31/12/2024","Fixed Term Advice Fee","","","","","","0.000000","741.45","0","5020.12","0","0","Advice fees","03/01/2025"
"31/12/2024","Administration Fees","","","","","","0.000000","212.33","0","5761.57","0","0","Administration costs","03/01/2025"
"02/12/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","5973.90","0","0","Transaction costs (inc brokerage)","02/12/2024"
"02/12/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","18.50","0","5992.40","0","0","Transaction costs (inc brokerage)","02/12/2024"
"30/11/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","89.33","6010.90","0","0","Cash account interest","04/12/2024"
"30/11/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","41.58","5921.57","0","0","Rebates & rewards","04/12/2024"
"30/11/2024","Fixed Term Advice Fee","","","","","","0.000000","717.53","0","5879.99","0","0","Advice fees","03/12/2024"
"30/11/2024","Administration Fees","","","","","","0.000000","205.48","0","6597.52","0","0","Administration costs","03/12/2024"
"29/11/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","11122.586796","14000.00","0","6803.00","1.26","0","Asset Purchases","04/12/2024"
"29/11/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","11004.559032","14000.00","0","20803.00","1.27","0","Asset Purchases","04/12/2024"
"28/11/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","76.000000","6958.56","0","34803.00","91.56","0","Asset Purchases","28/11/2024"
"28/11/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","6641.996394","14000.00","0","41761.56","2.11","0","Asset Purchases","03/12/2024"
"28/11/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","7449.582291","14000.00","0","55761.56","1.88","0","Asset Purchases","02/12/2024"
"28/11/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","438.000000","6990.48","0","69761.56","15.96","0","Asset Purchases","28/11/2024"
"26/11/2024","Investment","","","","","","0.000000","0","50000.00","76752.04","0","0","Contributions & deposits (inc Transfer-ins)","27/11/2024"
"31/10/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","88.12","26752.04","0","0","Cash account interest","05/11/2024"
"31/10/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","42.54","26663.92","0","0","Rebates & rewards","07/11/2024"
"31/10/2024","Fixed Term Advice Fee","","","","","","0.000000","741.45","0","26621.38","0","0","Advice fees","04/11/2024"
"31/10/2024","Administration Fees","","","","","","0.000000","212.33","0","27362.83","0","0","Administration costs","04/11/2024"
"28/10/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","27575.16","0","0","Transaction costs (inc brokerage)","28/10/2024"
"28/10/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","8225.037013","10000.00","0","27593.66","1.22","0","Asset Purchases","31/10/2024"
"28/10/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","7854.842510","10000.00","0","37593.66","1.27","0","Asset Purchases","31/10/2024"
"28/10/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","18.50","0","47593.66","0","0","Transaction costs (inc brokerage)","28/10/2024"
"25/10/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","4920.291281","10000.00","0","47612.16","2.03","0","Asset Purchases","30/10/2024"
"25/10/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","5471.656818","10000.00","0","57612.16","1.83","0","Asset Purchases","29/10/2024"
"24/10/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","54.000000","4961.79","0","67612.16","91.89","0","Asset Purchases","25/10/2024"
"24/10/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","329.000000","4987.64","0","72573.95","15.16","0","Asset Purchases","25/10/2024"
"23/10/2024","Investment","","","","","","0.000000","0","50000.00","77561.59","0","0","Contributions & deposits (inc Transfer-ins)","24/10/2024"
"18/10/2024","Distribution","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","0","323.55","27561.59","0","0","Distributions (inc dividends)","21/10/2024"
"16/10/2024","Distribution","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","0","917.75","27238.04","0","0","Distributions (inc dividends)","17/10/2024"
"16/10/2024","Distribution","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","0","3504.94","26320.29","0","0","Distributions (inc dividends)","17/10/2024"
"30/09/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","79.59","22815.35","0","0","Cash account interest","03/10/2024"
"30/09/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","40.73","22735.76","0","0","Rebates & rewards","03/10/2024"
"30/09/2024","Fixed Term Advice Fee","","","","","","0.000000","681.56","0","22695.03","0","0","Advice fees","02/10/2024"
"30/09/2024","Administration Fees","","","","","","0.000000","205.41","0","23376.59","0","0","Administration costs","02/10/2024"
"27/09/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","23582.00","0","0","Transaction costs (inc brokerage)","27/09/2024"
"27/09/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","18.50","0","23600.50","0","0","Transaction costs (inc brokerage)","27/09/2024"
"26/09/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","8481.044865","10000.00","0","23619.00","1.18","0","Asset Purchases","01/10/2024"
"26/09/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","7895.152376","10000.00","0","33619.00","1.27","0","Asset Purchases","01/10/2024"
"25/09/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","55.000000","4996.20","0","43619.00","90.84","0","Asset Purchases","25/09/2024"
"25/09/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","4994.506043","10000.00","0","48615.20","2.00","0","Asset Purchases","30/09/2024"
"25/09/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","5534.646890","10000.00","0","58615.20","1.81","0","Asset Purchases","27/09/2024"
"25/09/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","342.000000","4996.62","0","68615.20","14.61","0","Asset Purchases","25/09/2024"
"24/09/2024","Investment","","","","","","0.000000","0","50000.00","73611.82","0","0","Contributions & deposits (inc Transfer-ins)","25/09/2024"
"02/09/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","23611.82","0","0","Transaction costs (inc brokerage)","02/09/2024"
"02/09/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","8627.383315","10000.00","0","23630.32","1.16","0","Asset Purchases","05/09/2024"
"02/09/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","8580.744809","10000.00","0","33630.32","1.17","0","Asset Purchases","05/09/2024"
"02/09/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","18.50","0","43630.32","0","0","Transaction costs (inc brokerage)","02/09/2024"
"31/08/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","84.47","43648.82","0","0","Cash account interest","04/09/2024"
"31/08/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","40.13","43564.35","0","0","Rebates & rewards","04/09/2024"
"31/08/2024","Fixed Term Advice Fee","","","","","","0.000000","704.28","0","43524.22","0","0","Advice fees","03/09/2024"
"31/08/2024","Administration Fees","","","","","","0.000000","210.86","0","44228.50","0","0","Administration costs","03/09/2024"
"30/08/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","5044.390638","10000.00","0","44439.36","1.98","0","Asset Purchases","04/09/2024"
"30/08/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","5516.328332","10000.00","0","54439.36","1.81","0","Asset Purchases","03/09/2024"
"29/08/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","55.000000","4979.15","0","64439.36","90.53","0","Asset Purchases","30/08/2024"
"29/08/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","340.000000","4987.80","0","69418.51","14.67","0","Asset Purchases","30/08/2024"
"28/08/2024","Investment","","","","","","0.000000","0","50000.00","74406.31","0","0","Contributions & deposits (inc Transfer-ins)","29/08/2024"
"31/07/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","326.65","24406.31","0","0","Cash account interest","05/08/2024"
"31/07/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","38.98","24079.66","0","0","Rebates & rewards","05/08/2024"
"31/07/2024","Fixed Term Advice Fee","","","","","","0.000000","704.28","0","24040.68","0","0","Advice fees","02/08/2024"
"31/07/2024","Administration Fees","","","","","","0.000000","209.69","0","24744.96","0","0","Administration costs","02/08/2024"
"29/07/2024","Distribution","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","0.000000","0","138.83","24954.65","0","0","Distributions (inc dividends)","31/07/2024"
"28/07/2024","Withdrawal","","Amelia Distribution","","","","0.000000","13087.00","0","24815.82","0","0","Withdrawals & payments (inc Transfer-outs)","29/07/2024"
"26/07/2024","Brokerage Fee","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","23.62","0","37902.82","0","0","Transaction costs (inc brokerage)","26/07/2024"
"26/07/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","18.50","0","37926.44","0","0","Transaction costs (inc brokerage)","26/07/2024"
"26/07/2024","Distribution","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","0.000000","0","147.58","37944.94","0","0","Distributions (inc dividends)","29/07/2024"
"26/07/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","29.91","0","37797.36","0","0","Transaction costs (inc brokerage)","26/07/2024"
"25/07/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","8971.023594","10000.00","0","37827.27","1.11","0","Asset Purchases","30/07/2024"
"25/07/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","8783.487044","10000.00","0","47827.27","1.14","0","Asset Purchases","30/07/2024"
"24/07/2024","Asset Purchase","","","","Vanguard MSCI Index International Shares ETF","VGS","150.000000","18895.50","0","57827.27","125.97","0","Asset Purchases","24/07/2024"
"24/07/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","55.000000","4969.80","0","76722.77","90.36","0","Asset Purchases","24/07/2024"
"24/07/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","5092.168245","10000.00","0","81692.57","1.96","0","Asset Purchases","29/07/2024"
"24/07/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","5563.901408","10000.00","0","91692.57","1.80","0","Asset Purchases","26/07/2024"
"24/07/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","1620.000000","23927.40","0","101692.57","14.77","0","Asset Purchases","24/07/2024"
"23/07/2024","Investment","","","","","","0.000000","0","50000.00","125619.97","0","0","Contributions & deposits (inc Transfer-ins)","24/07/2024"
"16/07/2024","Distribution","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","0","6646.34","75619.97","0","0","Distributions (inc dividends)","18/07/2024"
"16/07/2024","Distribution","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","0","2274.43","68973.63","0","0","Distributions (inc dividends)","18/07/2024"
"16/07/2024","Distribution","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","0.000000","0","116.28","66699.20","0","0","Distributions (inc dividends)","19/07/2024"
"16/07/2024","Distribution","","","","Fidelity Asia Fund","FID0010AU","0.000000","0","1895.05","66582.92","0","0","Distributions (inc dividends)","18/07/2024"
"16/07/2024","Distribution","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","0.000000","0","4161.14","64687.87","0","0","Distributions (inc dividends)","17/07/2024"
"16/07/2024","Distribution","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","0","8635.47","60526.73","0","0","Distributions (inc dividends)","17/07/2024"
"12/07/2024","Distribution","","","","Skerryvore Global Emerging Mkts All-Cap Eqty Fund","BFL3229AU","0.000000","0","2141.54","51891.26","0","0","Distributions (inc dividends)","16/07/2024"
"12/07/2024","Distribution","","","","Australian Ethical Australian Shares Fund - W/S","AUG0018AU","0.000000","0","3110.44","49749.72","0","0","Distributions (inc dividends)","16/07/2024"
"10/07/2024","Asset Purchase","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","55215.219801","104627.32","0","46639.28","1.89","0","Asset Purchases","22/07/2024"
"09/07/2024","Asset Purchase","","","","Skerryvore Global Emerging Mkts All-Cap Eqty Fund","BFL3229AU","36754.571350","40000.00","0","151266.60","1.09","0","Asset Purchases","11/07/2024"
"05/07/2024","Asset Purchase","","","","Fidelity Asia Fund","FID0010AU","1031.778787","25000.00","0","191266.60","24.23","0","Asset Purchases","09/07/2024"
"04/07/2024","Asset Purchase","","","","Impax Sustainable Leaders Fund","ETL8171AU","41563.951155","72500.00","0","216266.60","1.74","0","Asset Purchases","15/07/2024"
"01/07/2024","Brokerage Fee","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","99.99","0","288766.60","0","0","Transaction costs (inc brokerage)","01/07/2024"
"01/07/2024","Brokerage Fee","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","0.000000","127.38","0","288866.59","0","0","Transaction costs (inc brokerage)","01/07/2024"
"01/07/2024","Brokerage Fee","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","24.59","0","288993.97","0","0","Transaction costs (inc brokerage)","01/07/2024"
"01/07/2024","Brokerage Fee","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","0.000000","34.00","0","289018.56","0","0","Transaction costs (inc brokerage)","01/07/2024"
"01/07/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","99.79","0","289052.56","0","0","Transaction costs (inc brokerage)","01/07/2024"
"30/06/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","689.63","289152.35","0","0","Cash account interest","03/07/2024"
"30/06/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","44.56","288462.72","0","0","Rebates & rewards","02/07/2024"
"30/06/2024","Fixed Term Advice Fee","","","","","","0.000000","681.56","0","288418.16","0","0","Advice fees","02/07/2024"
"30/06/2024","Administration Fees","","","","","","0.000000","200.28","0","289099.72","0","0","Administration costs","02/07/2024"
"28/06/2024","Asset Sale","","","","ATLAS Infrastructure Glbl Fund - AUD Hdgd Class","PIM9253AU","-67975.990555","0","94275.90","289300.00","0","1.39","Asset Sales","10/07/2024"
"28/06/2024","Asset Sale","","","","Lazard Global Small Cap Equity Adv Fund - Class W","LAZ0012AU","-41128.776316","0","98314.22","195024.10","0","2.39","Asset Sales","04/07/2024"
"28/06/2024","Asset Purchase","","","","Blackwattle Mid Cap Quality Fund","ETL1479AU","4393.287057","5000.00","0","96709.88","1.14","0","Asset Purchases","01/07/2024"
"28/06/2024","Asset Purchase","","","","Blackwattle Small Cap Quality Fund","ETL0788AU","4319.654428","5000.00","0","101709.88","1.16","0","Asset Purchases","01/07/2024"
"28/06/2024","Asset Sale","","","","Australian Ethical Australian Shares Fund - W/S","AUG0018AU","-28639.959904","0","80000.00","106709.88","0","2.79","Asset Sales","09/07/2024"
"27/06/2024","Asset Purchase","","","","Vanguard MSCI Index International Shares ETF","VGS","638.000000","79992.44","0","26709.88","125.38","0","Asset Purchases","27/06/2024"
"27/06/2024","Asset Purchase","","","","Vanguard All-World Ex-US Shares Index ETF","VEU","1158.000000","101905.84","0","106702.32","88.00","0","Asset Purchases","27/06/2024"
"27/06/2024","Asset Purchase","","","","Vanguard Australian Shares Index ETF","VAS","206.000000","19668.88","0","208608.16","95.48","0","Asset Purchases","27/06/2024"
"27/06/2024","Asset Purchase","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","1425.000000","27203.25","0","228277.04","19.09","0","Asset Purchases","27/06/2024"
"27/06/2024","Asset Purchase","","","","BetaShares Global Sustainability Leaders ETF","ETHI","5365.000000","79831.20","0","255480.29","14.88","0","Asset Purchases","27/06/2024"
"18/06/2024","Investment","","","","","","0.000000","0","22458.64","335311.49","0","0","Contributions & deposits (inc Transfer-ins)","19/06/2024"
"11/06/2024","Investment","","","","","","0.000000","0","300000.00","312852.85","0","0","Contributions & deposits (inc Transfer-ins)","12/06/2024"
"04/06/2024","Withdrawal","","Sale proceeds","","","","0.000000","10000.00","0","12852.85","0","0","Withdrawals & payments (inc Transfer-outs)","04/06/2024"
"03/06/2024","Withdrawal","","Sale Proceeds","","","","0.000000","115000.00","0","22852.85","0","0","Withdrawals & payments (inc Transfer-outs)","03/06/2024"
"31/05/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","104.30","137852.85","0","0","Cash account interest","05/06/2024"
"31/05/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","51.26","137748.55","0","0","Rebates & rewards","04/06/2024"
"31/05/2024","Fixed Term Advice Fee","","","","","","0.000000","656.26","0","137697.29","0","0","Advice fees","03/06/2024"
"31/05/2024","Administration Fees","","","","","","0.000000","204.80","0","138353.55","0","0","Administration costs","03/06/2024"
"28/05/2024","Brokerage Fee","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","55.62","0","138558.35","0","0","Transaction costs (inc brokerage)","28/05/2024"
"28/05/2024","Brokerage Fee","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","0.000000","18.50","0","138613.97","0","0","Transaction costs (inc brokerage)","28/05/2024"
"28/05/2024","Brokerage Fee","","","","BetaShares Global Sustainability Leaders ETF","ETHI","0.000000","62.52","0","138632.47","0","0","Transaction costs (inc brokerage)","28/05/2024"
"27/05/2024","Asset Sale","","","","Fairlight Global Small & Mid Cap Unhedged - Cl A","PIM7802AU","-7800.000000","0","15095.34","138694.99","0","1.94","Asset Sales","04/06/2024"
"24/05/2024","Asset Sale","","","","Vanguard MSCI Index International Shares ETF","VGS","-360.000000","0","44499.60","123599.65","0","123.61","Asset Sales","27/05/2024"
"24/05/2024","Asset Sale","","","","BetaShares Australian Sustainability Leaders ETF","FAIR","-600.000000","0","11544.00","79100.05","0","19.24","Asset Sales","27/05/2024"
"24/05/2024","Asset Sale","","","","BetaShares Global Sustainability Leaders ETF","ETHI","-3400.000000","0","50014.00","67556.05","0","14.71","Asset Sales","27/05/2024"
"30/04/2024","Cash Account Interest","","","","Cash Account","","0.000000","0","46.61","17542.05","0","0","Cash account interest","03/05/2024"
"30/04/2024","Family Fee Rebate - Administration Fees","","","","","","0.000000","0","49.39","17495.44","0","0","Rebates & rewards","03/05/2024"
"30/04/2024","Fixed Term Advice Fee","","","","","","0.000000","635.09","0","17446.05","0","0","Advice fees","02/05/2024"
"30/04/2024","Administration Fees","","","","","","0.000000","197.94","0","18081.14","0","0","Administration costs","02/05/2024"
"17/04/2024","Distribution","","","","Vanguard MSCI Index International Shares ETF","VGS","0.000000","0","2777.06","18279.08","0","0","Distributions (inc dividends)","18/04/2024"
"17/04/2024","Distribution","","","","Vanguard Australian Shares Index ETF","VAS","0.000000","0","2694.69","15502.02","0","0","Distributions (inc dividends)","18/04/2024"
